1,0.08339904182193066,-0.07857374263317851,-0.086897354649824
2,-6.95896907405268,-7.443276053227324,-0.24690788693429777
3,0.04800534891768357,0.1601875444799703,-0.07879811333334749
6,-4.014379112933229,4.17485105878143,-0.0920679413967479
7,0.7881921996287075,-1.5580173120279686,-0.6984691621684993
14,-6.365693707424753,-6.3270035307092565,-0.03583129528046358
15,1.4156054226475245,-0.4597544559856103,0.6696167569778253
30,-2.6731953038448037,1.001635369375984,0.5194183023474981
60,0.664197030879908,-0.19187082397171443,0.08461179865805321
121,0.3338788113113844,0.7463812851428304,-0.04671185554622236
243,6.818176956208798,-6.43030472275288,0.08658448035441735
31,4.956391869423018,2.1103885901677484,1.7373089594147815
62,4.154197777163012,6.298667770511296,-0.845040913969485
